,accX,accY,accZ,gyrX,gyrY,gyrZ
0,-0.04,0.0,9.8,0.0,-0.0021816615649929,0.0
1,0.02,-0.1,9.7,0.0,0.0,0.0
2,0.2,-0.14,9.65,0.0250891079974184,-0.0109083078249645,-0.0043633231299858
3,-0.92,-0.61,9.94,0.0010908307824964,0.0556323699073192,0.0272707695624114
4,0.29,-0.52,9.42,-0.0610865238198015,0.0163624617374468,0.035997415822383
5,0.8200000000000001,-0.76,9.88,-0.0032724923474893,-0.0054541539124822,0.1036289243371633
6,-0.36,-0.44,10.31,0.0272707695624114,-0.0010908307824964,0.1254455399870924
7,0.15,-0.71,10.12,-0.011999138607461,0.023998277214922,0.1319905246820711
8,0.42,-0.73,9.29,-0.0272707695624114,-0.0043633231299858,0.1374446785945534
9,-0.32,-0.54,10.05,0.0218166156499291,-0.0436332312998582,0.1581704634619861
10,0.24,-0.26,9.93,-0.0043633231299858,-0.0370882466048795,0.1974403716318585
11,-0.18,-0.55,9.73,-0.0545415391248228,-0.0272707695624114,0.1559888018969932
12,-0.12,-0.28,9.94,0.011999138607461,-0.0567232006898157,0.136353847812057
13,0.3,-0.43,9.55,-0.0130899693899574,0.0098174770424681,0.1548979711144967
14,0.54,-0.3,10.16,-0.0043633231299858,-0.0054541539124822,0.1952587100668656
15,0.04,-0.41,9.0,-0.0338157542573901,-0.0469057236473476,0.1559888018969932
16,-0.18,0.24,10.24,0.0338157542573901,0.0021816615649929,0.1123555705971349
17,0.23,-0.31,10.32,0.074176493209759,0.0163624617374468,0.0970839396421845
18,0.19,-0.4,9.88,0.0403607389523688,0.0,0.1058105859021562
19,-0.09,0.46,9.83,0.0632681853847944,-0.0818123086872342,0.08617563181722
20,-0.11,-0.14,10.11,0.0698131700797731,-0.0894481241647093,0.0490873852123405
21,-0.05,-0.5,9.73,0.0250891079974184,-0.0905389549472058,0.0218166156499291
22,-0.66,-0.14,9.29,-0.0250891079974184,-0.0698131700797731,0.0098174770424681
23,-0.34,-0.09,9.65,0.011999138607461,0.0163624617374468,-0.0403607389523688
24,0.1,-0.49,9.78,-0.0349065850398865,0.0250891079974184,-0.0578140314723121
25,0.44,0.17,9.86,0.0152716309549503,-0.0894481241647093,-0.0654498469497873
26,0.02,-0.09,9.8,-0.0414515697348653,-0.0959931088596881,-0.074176493209759
27,-0.46,-0.53,9.32,-0.0010908307824964,-0.1014472627721704,-0.047996554429844
28,-0.65,-0.05,10.43,0.0327249234748936,-0.0949022780771916,-0.1003564319896739
29,-0.33,-0.03,9.77,-0.0076358154774751,0.0218166156499291,-0.136353847812057
30,0.67,-0.46,9.95,0.0447240620823546,0.0032724923474893,-0.1548979711144967
31,-0.3,-0.36,10.15,0.0109083078249645,0.059995693037305,-0.2050761871093337
32,0.06,0.05,10.13,0.0152716309549503,0.0469057236473476,-0.196349540849362
33,0.16,0.4,9.68,-0.0218166156499291,0.0458148928648511,-0.2236203104117734
34,0.27,-0.01,9.68,0.0294524311274043,0.0578140314723121,-0.2247111411942699
35,-0.27,0.17,9.99,0.0130899693899574,0.0534507083423263,-0.1996220331968514
36,0.11,0.14,10.32,0.0163624617374468,0.0283616003449078,-0.2367102798017309
37,-0.26,-0.41,10.23,-0.0043633231299858,0.0272707695624114,-0.2236203104117734
38,-0.32,0.37,10.22,0.023998277214922,0.1178097245096172,-0.1472621556370215
39,0.68,0.25,9.84,-0.0065449846949787,0.0512690467773334,-0.1156280629446243
40,-0.73,0.01,10.6,0.0501782159948369,0.0589048622548086,-0.1461713248545251
41,0.49,-0.03,9.16,-0.0425424005173617,0.0141808001724539,-0.0687223392972767
42,0.5,0.13,9.5,0.0032724923474893,-0.0381790773873759,-0.0567232006898157
43,-0.08,-0.08,9.69,0.0327249234748936,-0.0174532925199432,-0.0196349540849362
44,-0.21,-0.16,10.29,0.0087266462599716,0.0589048622548086,-0.0349065850398865
45,0.47,0.18,9.72,-0.0370882466048795,0.0643590161672909,-0.0327249234748936
46,-0.19,0.18,9.98,-0.0065449846949787,0.0174532925199432,-0.0283616003449078
47,-0.21,-0.02,9.76,-0.0556323699073192,0.0294524311274043,-0.0327249234748936
48,0.0,-0.09,9.46,0.0065449846949787,0.0392699081698724,-0.0076358154774751
49,0.34,0.28,10.63,0.0425424005173617,0.059995693037305,0.0065449846949787
50,0.06,0.47,10.28,-0.011999138607461,0.0229074464324255,-0.023998277214922
51,-0.04,0.0,9.61,-0.0338157542573901,-0.0207257848674326,-0.0152716309549503
52,-0.23,-0.08,9.77,-0.0447240620823546,0.0065449846949787,-0.0098174770424681
53,-0.03,-0.05,9.7,-0.0490873852123405,0.0392699081698724,-0.0032724923474893
54,-0.01,0.08,9.74,-0.0632681853847944,0.0218166156499291,0.0043633231299858
55,-0.17,0.45,9.98,-0.0130899693899574,0.0065449846949787,0.0218166156499291
56,-0.07,-0.13,9.59,-0.0196349540849362,0.0261799387799149,0.0152716309549503
57,-0.37,-0.04,9.67,0.0250891079974184,0.0032724923474893,-0.0098174770424681
58,-0.36,0.27,10.19,-0.0207257848674326,-0.0261799387799149,-0.0109083078249645
59,0.06,-0.5,10.36,0.0381790773873759,-0.0054541539124822,0.0054541539124822
60,0.15,0.06,9.67,-0.0152716309549503,-0.1178097245096172,0.0327249234748936
61,-0.59,0.32,10.25,-0.0076358154774751,-0.0512690467773334,-0.0196349540849362
62,-0.01,-0.3,9.8,0.0054541539124822,-0.0043633231299858,-0.0403607389523688
63,0.29,-0.09,9.37,0.0087266462599716,-0.0512690467773334,-0.0098174770424681
64,-0.13,-0.07,9.64,0.0414515697348653,-0.0501782159948369,-0.0109083078249645
65,0.12,-0.02,9.59,0.0938114472946952,-0.0807214779047377,0.0250891079974184
66,0.12,0.03,9.42,0.0698131700797731,-0.0785398163397448,0.0305432619099007
67,0.13,0.21,10.32,0.0556323699073192,-0.0436332312998582,0.0010908307824964
68,0.32,-0.15,9.65,0.0218166156499291,0.0294524311274043,-0.0087266462599716
69,0.28,0.08,9.93,-0.0381790773873759,0.0283616003449078,0.0403607389523688
70,0.21,-0.24,9.39,-0.0141808001724539,0.0043633231299858,0.0469057236473476
71,0.34,-0.4,9.98,-0.0272707695624114,-0.0272707695624114,0.0490873852123405
72,-0.47,0.18,9.54,0.0174532925199432,-0.1036289243371633,0.0414515697348653
73,-0.41,-0.26,9.56,-0.0054541539124822,-0.1254455399870924,0.0098174770424681
74,0.0,0.17,9.94,-0.0316340926923972,-0.0687223392972767,0.035997415822383
75,0.58,0.18,9.75,0.0,-0.0283616003449078,0.0610865238198015
76,0.06,-0.05,10.04,-0.0054541539124822,0.047996554429844,0.0414515697348653
77,0.29,-0.41,9.43,0.0719948316447661,0.0589048622548086,0.0447240620823546
78,-0.6900000000000001,-0.37,9.71,-0.0207257848674326,0.110173909032142,0.011999138607461
79,-0.2,0.67,10.12,-0.0163624617374468,0.0610865238198015,0.023998277214922
80,0.28,-0.16,10.21,-0.0065449846949787,0.0425424005173617,0.0643590161672909
81,-0.31,0.01,9.08,-0.0174532925199432,-0.0043633231299858,0.0567232006898157
82,-0.13,0.1,9.6,-0.0076358154774751,0.0316340926923972,0.023998277214922
83,0.68,0.08,9.73,0.0338157542573901,0.1123555705971349,0.0610865238198015
84,-0.09,0.15,9.7,0.0,0.0403607389523688,0.0567232006898157
85,-0.28,0.25,9.77,0.0458148928648511,0.0676315085147802,0.0403607389523688
86,0.48,-0.01,9.37,-0.0261799387799149,0.0490873852123405,0.0785398163397448
87,0.14,0.22,9.67,-0.0021816615649929,0.0087266462599716,0.0829031394697306
88,-0.03,-0.14,9.56,-0.0250891079974184,-0.0523598775598298,0.0839939702522271
89,0.05,-0.36,9.67,0.0174532925199432,0.0272707695624114,0.074176493209759
90,0.35,-0.15,9.27,-0.035997415822383,0.0512690467773334,0.0927206165121987
91,0.03,0.15,10.13,-0.0523598775598298,0.0196349540849362,0.0687223392972767
92,-0.22,-0.17,10.33,-0.0021816615649929,0.0054541539124822,0.0490873852123405
93,0.08,0.05,9.92,-0.0087266462599716,0.0567232006898157,0.0403607389523688
94,-0.05,-0.28,9.16,0.0021816615649929,0.0163624617374468,0.0349065850398865
95,-0.12,-0.22,9.12,-0.0676315085147802,-0.0610865238198015,0.0425424005173617
96,-0.05,0.31,10.3,-0.0250891079974184,-0.0163624617374468,0.0207257848674326
97,0.51,0.03,10.16,-0.0305432619099007,0.0185441233024397,0.0392699081698724
98,-0.5700000000000001,-0.29,9.86,-0.0610865238198015,-0.0207257848674326,-0.0032724923474893
99,0.15,0.39,9.4,-0.0709040008622696,0.0381790773873759,0.0098174770424681
100,-0.11,-0.68,9.69,-0.0207257848674326,-0.0032724923474893,0.0501782159948369
101,0.18,0.32,10.32,-0.0087266462599716,0.0338157542573901,0.0403607389523688
102,-0.54,0.11,9.95,0.0174532925199432,-0.0839939702522271,0.0272707695624114
103,-0.13,-0.39,9.16,-0.0032724923474893,-0.0501782159948369,0.023998277214922
104,-0.12,-0.04,9.18,-0.0425424005173617,-0.0414515697348653,0.0207257848674326
105,-0.03,0.09,9.54,-0.0283616003449078,-0.0349065850398865,0.0109083078249645
106,0.04,-0.01,9.51,-0.0087266462599716,-0.0076358154774751,0.0250891079974184
107,0.18,-0.08,9.85,0.0534507083423263,-0.0327249234748936,0.0229074464324255
108,-0.05,-0.54,9.98,0.0730856624272625,-0.047996554429844,0.0010908307824964
109,0.06,-0.28,9.68,0.0905389549472058,-0.0654498469497873,0.0174532925199432
110,-0.185,0.14,10.06,0.0403607389523688,-0.0545415391248228,0.0065449846949787
111,-0.43,-0.01,9.91,0.0065449846949787,-0.0054541539124822,-0.0021816615649929
112,0.29,0.23,9.97,-0.0403607389523688,-0.0305432619099007,0.0349065850398865
113,0.03,-0.22,9.49,-0.0261799387799149,-0.0021816615649929,0.0076358154774751
114,-0.44,-0.06,9.22,-0.0676315085147802,-0.0676315085147802,0.0294524311274043
115,0.0,0.39,10.04,0.0,-0.1134464013796314,0.0207257848674326
116,-0.54,0.01,10.07,-0.0065449846949787,-0.1069014166846526,0.0076358154774751
117,-0.34,-0.46,9.66,0.0021816615649929,-0.0534507083423263,-0.0403607389523688
118,0.52,0.48,9.78,0.0294524311274043,0.0578140314723121,-0.059995693037305
119,0.55,0.05,10.0,0.0,0.0850848010347235,-0.0425424005173617
120,0.26,0.5,10.21,0.0370882466048795,0.0807214779047377,-0.0196349540849362
121,0.18,0.25,9.88,-0.011999138607461,0.0829031394697306,-0.0381790773873759
122,0.19,-0.23,9.89,0.0043633231299858,0.0490873852123405,-0.011999138607461
123,-0.09,-0.18,10.09,0.0087266462599716,-0.0152716309549503,-0.0109083078249645
124,-0.05,-0.17,9.88,0.0381790773873759,0.0556323699073192,-0.0163624617374468
125,0.1,-0.03,9.66,0.0229074464324255,0.0839939702522271,-0.0054541539124822
126,0.18,0.16,9.75,0.035997415822383,0.0807214779047377,-0.0065449846949787
127,-0.37,-0.03,10.04,-0.011999138607461,0.0338157542573901,-0.0261799387799149
128,-0.14,0.25,10.17,0.0076358154774751,0.0174532925199432,-0.0065449846949787
129,-0.21,0.03,9.13,-0.0272707695624114,-0.0436332312998582,-0.0163624617374468
130,0.03,-0.04,9.91,0.0152716309549503,0.011999138607461,-0.0338157542573901
131,0.06,0.29,10.1,-0.0294524311274043,0.0316340926923972,-0.0141808001724539
132,0.11,-0.32,10.29,0.0087266462599716,0.0370882466048795,-0.0305432619099007
133,-0.41,-0.05,9.88,-0.0098174770424681,-0.0523598775598298,-0.0098174770424681
134,-0.64,-0.12,9.85,0.0098174770424681,0.0872664625997164,-0.0163624617374468
135,0.03,0.12,10.61,0.047996554429844,-0.0109083078249645,-0.0185441233024397
136,-0.47,0.12,9.81,-0.0141808001724539,-0.0763581547747519,-0.0458148928648511
137,0.12,-0.02,9.91,-0.0719948316447661,0.0098174770424681,-0.0414515697348653
138,0.5700000000000001,-0.14,10.22,-0.023998277214922,0.0512690467773334,-0.0010908307824964
139,-0.26,0.08,9.36,-0.0687223392972767,-0.0250891079974184,-0.011999138607461
140,0.07,0.26,9.66,-0.0043633231299858,0.0425424005173617,-0.0414515697348653
141,-0.16,-0.5700000000000001,9.97,-0.0272707695624114,0.0676315085147802,-0.0218166156499291
142,-0.29,0.09,10.01,0.0054541539124822,-0.0556323699073192,-0.0229074464324255
143,0.35,0.18,9.69,-0.0043633231299858,-0.0054541539124822,0.0
144,0.25,0.04,9.29,-0.0458148928648511,-0.0392699081698724,0.0130899693899574
145,-0.37,-0.2,10.52,-0.011999138607461,-0.0501782159948369,0.0010908307824964
146,-0.23,-0.4,9.61,-0.0130899693899574,0.0185441233024397,-0.0316340926923972
147,0.2,0.26,9.81,0.0207257848674326,-0.0163624617374468,0.0196349540849362
148,-0.31,0.11,9.5,0.059995693037305,-0.08617563181722,-0.0130899693899574
149,0.02,0.13,9.83,0.1025380935546668,-0.0665406777322838,-0.0294524311274043
150,-0.24,0.45,9.26,0.0283616003449078,-0.0447240620823546,-0.0392699081698724
151,0.0,0.06,9.82,0.0065449846949787,0.0032724923474893,-0.0305432619099007
152,0.43,0.65,10.1,-0.0316340926923972,-0.0523598775598298,-0.0098174770424681
153,-0.33,-0.22,9.64,-0.0196349540849362,-0.0174532925199432,-0.023998277214922
154,-0.33,-0.31,8.96,-0.0752673239922554,-0.1014472627721704,-0.0043633231299858
155,-0.14,0.27,10.07,-0.0098174770424681,-0.1079922474671491,-0.0218166156499291
156,0.36,0.11,9.88,-0.0021816615649929,-0.0643590161672909,0.0098174770424681
157,0.21,-0.61,9.95,-0.0043633231299858,-0.0316340926923972,-0.0098174770424681
158,-0.06,-0.02,9.55,0.0163624617374468,0.0654498469497873,-0.0490873852123405
159,0.22,-0.15,9.97,0.0218166156499291,0.0469057236473476,-0.0338157542573901
160,-0.34,0.13,9.94,-0.0174532925199432,0.0730856624272625,-0.0283616003449078
161,0.04,-0.15,9.91,0.0076358154774751,0.059995693037305,-0.0196349540849362
162,0.2,-0.01,9.53,-0.0218166156499291,0.0414515697348653,0.0032724923474893
163,0.09,0.44,10.27,0.0141808001724539,0.0196349540849362,0.0054541539124822
164,0.18,-0.04,9.63,0.0196349540849362,0.1014472627721704,0.0130899693899574
165,0.32,0.0,10.47,0.047996554429844,0.1167188937271207,0.0141808001724539
166,-0.29,0.13,9.9,-0.0163624617374468,0.0065449846949787,-0.0054541539124822
167,0.01,0.0,9.74,-0.0294524311274043,-0.0250891079974184,-0.0152716309549503
168,0.01,-0.09,9.69,0.0054541539124822,-0.0436332312998582,-0.0185441233024397
169,-0.25,0.29,10.22,0.0087266462599716,0.0403607389523688,-0.0163624617374468
170,0.44,0.33,9.43,-0.0589048622548086,0.0447240620823546,-0.0174532925199432
171,0.52,-0.5,9.25,-0.035997415822383,0.011999138607461,-0.0414515697348653
172,-0.6,-0.51,10.23,0.0163624617374468,0.0021816615649929,-0.0283616003449078
173,-0.32,-0.04,9.17,-0.0196349540849362,0.0752673239922554,-0.0294524311274043
174,-0.68,0.21,10.27,-0.0010908307824964,-0.0807214779047377,-0.059995693037305
175,-0.67,0.03,9.79,-0.0676315085147802,0.0021816615649929,-0.1014472627721704
176,0.1,-0.16,9.46,-0.0730856624272625,0.0469057236473476,-0.0785398163397448
177,0.11,0.25,9.26,-0.0676315085147802,-0.0043633231299858,-0.0534507083423263
178,-0.53,-0.22,9.93,-0.0163624617374468,0.0141808001724539,-0.0403607389523688
179,-0.75,-0.12,9.62,-0.0261799387799149,0.035997415822383,-0.0436332312998582
180,-0.31,-0.21,9.68,-0.0152716309549503,-0.0556323699073192,-0.0578140314723121
181,0.66,0.3,9.94,0.0065449846949787,-0.0098174770424681,-0.0610865238198015
182,0.31,-0.23,9.46,0.0054541539124822,-0.035997415822383,-0.0065449846949787
183,-0.06,-0.42,9.72,-0.0032724923474893,-0.0032724923474893,-0.0327249234748936
184,-0.01,-0.23,9.95,0.0076358154774751,-0.074176493209759,-0.0021816615649929
185,-0.38,-0.39,9.36,0.0545415391248228,-0.074176493209759,-0.0512690467773334
186,0.21,0.17,10.55,0.1167188937271207,-0.0294524311274043,-0.023998277214922
187,-0.19,-0.33,10.05,0.0665406777322838,-0.0229074464324255,-0.0370882466048795
188,-0.2,-0.61,10.13,0.0218166156499291,0.0338157542573901,-0.0381790773873759
189,0.31,0.16,9.53,-0.0774489855572483,-0.0425424005173617,-0.0490873852123405
190,-0.29,-0.09,10.22,0.011999138607461,-0.0469057236473476,-0.0501782159948369
191,0.14,-0.53,9.87,-0.0469057236473476,-0.0665406777322838,0.0010908307824964
