,time,accX,accY,accZ,gyrX,gyrY,gyrZ
0,1657038862.4646204,-0.04,0.0,9.8,0.0,-0.002181661564992912,0.0
1,1657038862.4859655,0.02,-0.1,9.700000000000001,0.0,0.0,0.0
2,1657038862.5061524,0.2,-0.14,9.65,0.025089107997418487,-0.01090830782496456,-0.004363323129985824
3,1657038862.5257864,1.72,-1.3900000000000001,9.77,0.008726646259971648,0.06654067773228381,0.10144726277217041
4,1657038862.5470679,-0.16,-1.87,9.92,0.03381575425739013,-0.18762289458939044,0.10035643198967395
5,1657038862.5657537,-0.92,-0.61,9.94,0.001090830782496456,0.055632369907319255,0.0272707695624114
6,1657038862.5840282,0.29,-0.52,9.42,-0.061086523819801536,0.016362461737446838,0.03599741582238305
7,1657038862.604376,0.8200000000000001,-0.76,9.88,-0.003272492347489368,-0.00545415391248228,0.10362892433716332
8,1657038862.6215215,-0.36,-0.44,10.31,0.0272707695624114,-0.001090830782496456,0.12544553998709243
9,1657038862.6430287,0.15,-0.71,10.120000000000001,-0.011999138607461015,0.02399827721492203,0.13199052468207118
10,1657038862.6629415,0.42,-0.73,9.290000000000001,-0.0272707695624114,-0.004363323129985824,0.13744467859455345
11,1657038862.6826403,-0.32,-0.54,10.05,0.02181661564992912,-0.04363323129985824,0.15817046346198613
12,1657038862.703865,0.24,-0.26,9.93,-0.004363323129985824,-0.037088246604879506,0.19744037163185854
13,1657038862.7210116,-0.18,-0.55,9.73,-0.0545415391248228,-0.0272707695624114,0.1559888018969932
14,1657038862.7426605,-0.12,-0.28,9.94,0.011999138607461015,-0.05672320068981571,0.136353847812057
15,1657038862.762561,0.3,-0.43,9.55,-0.013089969389957472,0.009817477042468103,0.15489797111449674
16,1657038862.7821538,0.54,-0.3,10.16,-0.004363323129985824,-0.00545415391248228,0.19525871006686563
17,1657038862.8035898,0.04,-0.41000000000000003,9.0,-0.03381575425739013,-0.04690572364734761,0.1559888018969932
18,1657038862.8206801,-0.18,0.24,10.24,0.03381575425739013,0.002181661564992912,0.11235557059713497
19,1657038862.8424337,0.23,-0.31,10.32,0.07417649320975901,0.016362461737446838,0.09708393964218458
20,1657038862.8622537,0.19,-0.4,9.88,0.04036073895236887,0.0,0.10581058590215622
21,1657038862.8817666,-0.09,0.46,9.83,0.06326818538479445,-0.0818123086872342,0.08617563181722002
22,1657038862.903491,-0.11,-0.14,10.11,0.06981317007977318,-0.08944812416470939,0.04908738521234052
23,1657038862.9200938,-0.05,-0.5,9.73,0.025089107997418487,-0.09053895494720585,0.02181661564992912
24,1657038862.9426837,-0.66,-0.14,9.290000000000001,-0.025089107997418487,-0.06981317007977318,0.009817477042468103
25,1657038862.9638116,-0.34,-0.09,9.65,0.011999138607461015,0.016362461737446838,-0.04036073895236887
26,1657038862.983033,0.1,-0.49,9.78,-0.03490658503988659,0.025089107997418487,-0.05781403147231216
27,1657038863.004152,0.44,0.17,9.86,0.015271630954950384,-0.08944812416470939,-0.06544984694978735
28,1657038863.0213227,0.02,-0.09,9.8,-0.04145156973486533,-0.09599310885968812,-0.07417649320975901
29,1657038863.0429585,-0.46,-0.53,9.32,-0.001090830782496456,-0.10144726277217041,-0.04799655442984406
30,1657038863.0628324,-0.65,-0.05,10.43,0.032724923474893676,-0.09490227807719166,-0.10035643198967395
31,1657038863.0829697,-0.33,-0.03,9.77,-0.007635815477475192,0.02181661564992912,-0.136353847812057
32,1657038863.1041923,0.67,-0.46,9.950000000000001,0.044724062082354694,0.003272492347489368,-0.15489797111449674
33,1657038863.1213439,-0.3,-0.36,10.15,0.01090830782496456,0.05999569303730508,-0.20507618710933373
34,1657038863.1431465,0.06,0.05,10.13,0.015271630954950384,0.04690572364734761,-0.19634954084936207
35,1657038863.163067,0.16,0.4,9.68,-0.02181661564992912,0.04581489286485115,-0.22362031041177347
36,1657038863.1818743,0.27,-0.01,9.68,0.02945243112740431,0.05781403147231216,-0.22471114119426994
37,1657038863.2044146,-0.27,0.17,9.99,0.013089969389957472,0.05345070834232634,-0.19962203319685143
38,1657038863.2214558,0.11,0.14,10.32,0.016362461737446838,0.028361600344907856,-0.23671027980173096
39,1657038863.2431102,-0.26,-0.41000000000000003,10.23,-0.004363323129985824,0.0272707695624114,-0.22362031041177347
40,1657038863.2628994,-0.32,0.37,10.22,0.02399827721492203,0.11780972450961724,-0.14726215563702155
41,1657038863.2828057,0.68,0.25,9.84,-0.006544984694978736,0.05126904677733343,-0.11562806294462433
42,1657038863.304198,-0.73,0.01,10.6,0.050178215994836975,0.05890486225480862,-0.1461713248545251
43,1657038863.3212168,0.49,-0.03,9.16,-0.04254240051736178,0.014180800172453928,-0.06872233929727672
44,1657038863.3425145,0.5,0.13,9.5,0.003272492347489368,-0.038179077387375956,-0.05672320068981571
45,1657038863.3625886,-0.08,-0.08,9.69,0.032724923474893676,-0.017453292519943295,-0.019634954084936207
46,1657038863.3823147,-0.21,-0.16,10.290000000000001,0.008726646259971648,0.05890486225480862,-0.03490658503988659
47,1657038863.4040685,0.47000000000000003,0.18,9.72,-0.037088246604879506,0.06435901616729091,-0.032724923474893676
48,1657038863.4239097,-0.19,0.18,9.98,-0.006544984694978736,0.017453292519943295,-0.028361600344907856
49,1657038863.4444246,-0.21,-0.02,9.76,-0.055632369907319255,0.02945243112740431,-0.032724923474893676
50,1657038863.4645686,0.0,-0.09,9.46,0.006544984694978736,0.039269908169872414,-0.007635815477475192
51,1657038863.4839392,0.34,0.28,10.63,0.04254240051736178,0.05999569303730508,0.006544984694978736
52,1657038863.5048254,0.06,0.47000000000000003,10.28,-0.011999138607461015,0.022907446432425576,-0.02399827721492203
53,1657038863.521686,-0.04,0.0,9.61,-0.03381575425739013,-0.020725784867432664,-0.015271630954950384
54,1657038863.543428,-0.23,-0.08,9.77,-0.044724062082354694,0.006544984694978736,-0.009817477042468103
55,1657038863.5632465,-0.03,-0.05,9.700000000000001,-0.04908738521234052,0.039269908169872414,-0.003272492347489368
56,1657038863.5828326,-0.01,0.08,9.74,-0.06326818538479445,0.02181661564992912,0.004363323129985824
57,1657038863.6043415,-0.17,0.45,9.98,-0.013089969389957472,0.006544984694978736,0.02181661564992912
58,1657038863.6217492,-0.07,-0.13,9.59,-0.019634954084936207,0.026179938779914945,0.015271630954950384
59,1657038863.6434546,-0.37,-0.04,9.67,0.025089107997418487,0.003272492347489368,-0.009817477042468103
60,1657038863.6634495,-0.36,0.27,10.19,-0.020725784867432664,-0.026179938779914945,-0.01090830782496456
61,1657038863.6834745,0.06,-0.5,10.36,0.038179077387375956,-0.00545415391248228,0.00545415391248228
62,1657038863.7050653,0.15,0.06,9.67,-0.015271630954950384,-0.11780972450961724,0.032724923474893676
63,1657038863.7218678,-0.59,0.32,10.25,-0.007635815477475192,-0.05126904677733343,-0.019634954084936207
64,1657038863.7436938,-0.01,-0.3,9.8,0.00545415391248228,-0.004363323129985824,-0.04036073895236887
65,1657038863.7635179,0.29,-0.09,9.370000000000001,0.008726646259971648,-0.05126904677733343,-0.009817477042468103
66,1657038863.7830215,-0.13,-0.07,9.64,0.04145156973486533,-0.050178215994836975,-0.01090830782496456
67,1657038863.8041618,0.12,-0.02,9.59,0.09381144729469522,-0.08072147790473774,0.025089107997418487
68,1657038863.8210382,0.12,0.03,9.42,0.06981317007977318,-0.07853981633974483,0.030543261909900768
69,1657038863.8429344,0.13,0.21,10.32,0.055632369907319255,-0.04363323129985824,0.001090830782496456
70,1657038863.8631349,0.32,-0.15,9.65,0.02181661564992912,0.02945243112740431,-0.008726646259971648
71,1657038863.8825624,0.28,0.08,9.93,-0.038179077387375956,0.028361600344907856,0.04036073895236887
72,1657038863.9039567,0.21,-0.24,9.39,-0.014180800172453928,0.004363323129985824,0.04690572364734761
73,1657038863.920817,0.34,-0.4,9.98,-0.0272707695624114,-0.0272707695624114,0.04908738521234052
74,1657038863.943269,-0.47000000000000003,0.18,9.540000000000001,0.017453292519943295,-0.10362892433716332,0.04145156973486533
75,1657038863.9632738,-0.41000000000000003,-0.26,9.56,-0.00545415391248228,-0.12544553998709243,0.009817477042468103
76,1657038863.9827735,0.0,0.17,9.94,-0.031634092692397225,-0.06872233929727672,0.03599741582238305
77,1657038864.0044217,0.58,0.18,9.75,0.0,-0.028361600344907856,0.061086523819801536
78,1657038864.0213423,0.06,-0.05,10.040000000000001,-0.00545415391248228,0.04799655442984406,0.04145156973486533
79,1657038864.0416172,0.29,-0.41000000000000003,9.43,0.0719948316447661,0.05890486225480862,0.044724062082354694
80,1657038864.0609462,-0.6900000000000001,-0.37,9.71,-0.020725784867432664,0.11017390903214205,0.011999138607461015
81,1657038864.0799174,-0.2,0.67,10.120000000000001,-0.016362461737446838,0.061086523819801536,0.02399827721492203
82,1657038864.102504,0.28,-0.16,10.21,-0.006544984694978736,0.04254240051736178,0.06435901616729091
83,1657038864.1192234,-0.31,0.01,9.08,-0.017453292519943295,-0.004363323129985824,0.05672320068981571
84,1657038864.1382318,-0.13,0.1,9.6,-0.007635815477475192,0.031634092692397225,0.02399827721492203
85,1657038864.1575506,0.68,0.08,9.73,0.03381575425739013,0.11235557059713497,0.061086523819801536
86,1657038864.1748457,-0.09,0.15,9.700000000000001,0.0,0.04036073895236887,0.05672320068981571
87,1657038864.1950665,-0.28,0.25,9.77,0.04581489286485115,0.06763150851478027,0.04036073895236887
88,1657038864.2150102,0.48,-0.01,9.370000000000001,-0.026179938779914945,0.04908738521234052,0.07853981633974483
89,1657038864.2340622,0.14,0.22,9.67,-0.002181661564992912,0.008726646259971648,0.08290313946973066
90,1657038864.2551022,-0.03,-0.14,9.56,-0.025089107997418487,-0.05235987755982989,0.08399397025222712
91,1657038864.2720823,0.05,-0.36,9.67,0.017453292519943295,0.0272707695624114,0.07417649320975901
92,1657038864.2927027,0.35000000000000003,-0.15,9.27,-0.03599741582238305,0.05126904677733343,0.09272061651219876
93,1657038864.3128018,0.03,0.15,10.13,-0.05235987755982989,0.019634954084936207,0.06872233929727672
94,1657038864.332451,-0.22,-0.17,10.33,-0.002181661564992912,0.00545415391248228,0.04908738521234052
95,1657038864.3542309,0.08,0.05,9.92,-0.008726646259971648,0.05672320068981571,0.04036073895236887
96,1657038864.3707793,-0.05,-0.28,9.16,0.002181661564992912,0.016362461737446838,0.03490658503988659
97,1657038864.3894718,-0.12,-0.22,9.120000000000001,-0.06763150851478027,-0.061086523819801536,0.04254240051736178
98,1657038864.4093666,-0.05,0.31,10.3,-0.025089107997418487,-0.016362461737446838,0.020725784867432664
99,1657038864.4271529,0.51,0.03,10.16,-0.030543261909900768,0.018544123302439753,0.039269908169872414
100,1657038864.4474342,-0.5700000000000001,-0.29,9.86,-0.061086523819801536,-0.020725784867432664,-0.003272492347489368
101,1657038864.466283,0.15,0.39,9.4,-0.07090400086226964,0.038179077387375956,0.009817477042468103
102,1657038864.4849577,-0.11,-0.68,9.69,-0.020725784867432664,-0.003272492347489368,0.050178215994836975
103,1657038864.5058537,0.18,0.32,10.32,-0.008726646259971648,0.03381575425739013,0.04036073895236887
104,1657038864.52265,-0.54,0.11,9.950000000000001,0.017453292519943295,-0.08399397025222712,0.0272707695624114
105,1657038864.5443714,-0.13,-0.39,9.16,-0.003272492347489368,-0.050178215994836975,0.02399827721492203
106,1657038864.5641503,-0.12,-0.04,9.18,-0.04254240051736178,-0.04145156973486533,0.020725784867432664
107,1657038864.583516,-0.03,0.09,9.540000000000001,-0.028361600344907856,-0.03490658503988659,0.01090830782496456
108,1657038864.605088,0.04,-0.01,9.51,-0.008726646259971648,-0.007635815477475192,0.025089107997418487
109,1657038864.6221554,0.18,-0.08,9.85,0.05345070834232634,-0.032724923474893676,0.022907446432425576
110,1657038864.643221,-0.05,-0.54,9.98,0.07308566242726255,-0.04799655442984406,0.001090830782496456
111,1657038864.663636,0.06,-0.28,9.68,0.09053895494720585,-0.06544984694978735,0.017453292519943295
112,1657038864.68189,,0.14,10.06,0.04036073895236887,-0.0545415391248228,0.006544984694978736
113,1657038864.7044983,-0.43,-0.01,9.91,0.006544984694978736,-0.00545415391248228,-0.002181661564992912
114,1657038864.721097,0.29,0.23,9.97,-0.04036073895236887,-0.030543261909900768,0.03490658503988659
115,1657038864.7433343,0.03,-0.22,9.49,-0.026179938779914945,-0.002181661564992912,0.007635815477475192
116,1657038864.763144,-0.44,-0.06,9.22,-0.06763150851478027,-0.06763150851478027,0.02945243112740431
117,1657038864.782555,0.0,0.39,10.040000000000001,0.0,-0.11344640137963143,0.020725784867432664
118,1657038864.804121,-0.54,0.01,10.07,-0.006544984694978736,-0.10690141668465268,0.007635815477475192
119,1657038864.820738,-0.34,-0.46,9.66,0.002181661564992912,-0.05345070834232634,-0.04036073895236887
120,1657038864.8424475,0.52,0.48,9.78,0.02945243112740431,0.05781403147231216,-0.05999569303730508
121,1657038864.862053,0.55,0.05,10.0,0.0,0.08508480103472356,-0.04254240051736178
122,1657038864.881138,0.26,0.5,10.21,0.037088246604879506,0.08072147790473774,-0.019634954084936207
123,1657038864.9042437,0.18,0.25,9.88,-0.011999138607461015,0.08290313946973066,-0.038179077387375956
124,1657038864.9208272,0.19,-0.23,9.89,0.004363323129985824,0.04908738521234052,-0.011999138607461015
125,1657038864.9426286,-0.09,-0.18,10.09,0.008726646259971648,-0.015271630954950384,-0.01090830782496456
126,1657038864.9626975,-0.05,-0.17,9.88,0.038179077387375956,0.055632369907319255,-0.016362461737446838
127,1657038864.9797006,0.1,-0.03,9.66,0.022907446432425576,0.08399397025222712,-0.00545415391248228
128,1657038864.9995198,0.18,0.16,9.75,0.03599741582238305,0.08072147790473774,-0.006544984694978736
129,1657038865.0193102,-0.37,-0.03,10.040000000000001,-0.011999138607461015,0.03381575425739013,-0.026179938779914945
130,1657038865.039898,-0.14,0.25,10.17,0.007635815477475192,0.017453292519943295,-0.006544984694978736
131,1657038865.0590348,-0.21,0.03,9.13,-0.0272707695624114,-0.04363323129985824,-0.016362461737446838
132,1657038865.076245,0.03,-0.04,9.91,0.015271630954950384,0.011999138607461015,-0.03381575425739013
133,1657038865.0974162,0.06,0.29,10.1,-0.02945243112740431,0.031634092692397225,-0.014180800172453928
134,1657038865.117603,0.11,-0.32,10.290000000000001,0.008726646259971648,0.037088246604879506,-0.030543261909900768
135,1657038865.138377,-0.41000000000000003,-0.05,9.88,-0.009817477042468103,-0.05235987755982989,-0.009817477042468103
136,1657038865.157392,-0.64,-0.12,9.85,0.009817477042468103,0.08726646259971647,-0.016362461737446838
137,1657038865.1744497,0.03,0.12,10.61,0.04799655442984406,-0.01090830782496456,-0.018544123302439753
138,1657038865.1951604,-0.47000000000000003,0.12,9.81,-0.014180800172453928,-0.07635815477475191,-0.04581489286485115
139,1657038865.2151709,0.12,-0.02,9.91,-0.0719948316447661,0.009817477042468103,-0.04145156973486533
140,1657038865.2343178,0.5700000000000001,-0.14,10.22,-0.02399827721492203,0.05126904677733343,-0.001090830782496456
141,1657038865.2555258,-0.26,0.08,9.36,-0.06872233929727672,-0.025089107997418487,-0.011999138607461015
142,1657038865.272487,0.07,0.26,9.66,-0.004363323129985824,0.04254240051736178,-0.04145156973486533
143,1657038865.294274,-0.16,-0.5700000000000001,9.97,-0.0272707695624114,0.06763150851478027,-0.02181661564992912
144,1657038865.3135874,-0.29,0.09,10.01,0.00545415391248228,-0.055632369907319255,-0.022907446432425576
145,1657038865.3330534,0.35000000000000003,0.18,9.69,-0.004363323129985824,-0.00545415391248228,0.0
146,1657038865.3549862,0.25,0.04,9.290000000000001,-0.04581489286485115,-0.039269908169872414,0.013089969389957472
147,1657038865.371507,-0.37,-0.2,10.52,-0.011999138607461015,-0.050178215994836975,0.001090830782496456
148,1657038865.393085,-0.23,-0.4,9.61,-0.013089969389957472,0.018544123302439753,-0.031634092692397225
149,1657038865.4147403,0.2,0.26,9.81,0.020725784867432664,-0.016362461737446838,0.019634954084936207
150,1657038865.4356718,-0.31,0.11,9.5,0.05999569303730508,-0.08617563181722002,-0.013089969389957472
151,1657038865.4561563,0.02,0.13,9.83,0.10253809355466686,-0.06654067773228381,-0.02945243112740431
152,1657038865.4731169,-0.24,0.45,9.26,0.028361600344907856,-0.044724062082354694,-0.039269908169872414
153,1657038865.4947278,0.0,0.06,9.82,0.006544984694978736,0.003272492347489368,-0.030543261909900768
154,1657038865.514775,0.43,0.65,10.1,-0.031634092692397225,-0.05235987755982989,-0.009817477042468103
155,1657038865.534264,-0.33,-0.22,9.64,-0.019634954084936207,-0.017453292519943295,-0.02399827721492203
156,1657038865.5557175,-0.33,-0.31,8.96,-0.07526732399225546,-0.10144726277217041,-0.004363323129985824
157,1657038865.572778,-0.14,0.27,10.07,-0.009817477042468103,-0.10799224746714914,-0.02181661564992912
158,1657038865.5943475,0.36,0.11,9.88,-0.002181661564992912,-0.06435901616729091,0.009817477042468103
159,1657038865.6145709,0.21,-0.61,9.950000000000001,-0.004363323129985824,-0.031634092692397225,-0.009817477042468103
160,1657038865.634366,-0.06,-0.02,9.55,0.016362461737446838,0.06544984694978735,-0.04908738521234052
161,1657038865.655766,0.22,-0.15,9.97,0.02181661564992912,0.04690572364734761,-0.03381575425739013
162,1657038865.6728446,-0.34,0.13,9.94,-0.017453292519943295,0.07308566242726255,-0.028361600344907856
163,1657038865.6943822,0.04,-0.15,9.91,0.007635815477475192,0.05999569303730508,-0.019634954084936207
164,1657038865.7136676,0.2,-0.01,9.53,-0.02181661564992912,0.04145156973486533,0.003272492347489368
165,1657038865.731851,0.09,0.44,10.27,0.014180800172453928,0.019634954084936207,0.00545415391248228
166,1657038865.7508702,0.22,,9.66,0.037088246604879506,0.08617563181722002,-0.020725784867432664
167,1657038865.7683296,0.18,-0.04,9.63,0.019634954084936207,0.10144726277217041,0.013089969389957472
168,1657038865.7862341,0.32,0.0,10.47,0.04799655442984406,0.11671889372712078,0.014180800172453928
169,1657038865.8068619,-0.29,0.13,9.9,-0.016362461737446838,0.006544984694978736,-0.00545415391248228
170,1657038865.8262732,0.01,0.0,9.74,-0.02945243112740431,-0.025089107997418487,-0.015271630954950384
171,1657038865.8466234,0.01,-0.09,9.69,0.00545415391248228,-0.04363323129985824,-0.018544123302439753
172,1657038865.8666406,-0.25,0.29,10.22,0.008726646259971648,0.04036073895236887,-0.016362461737446838
173,1657038865.8857055,0.44,0.33,9.43,-0.05890486225480862,0.044724062082354694,-0.017453292519943295
174,1657038865.906851,0.52,-0.5,9.25,-0.03599741582238305,0.011999138607461015,-0.04145156973486533
175,1657038865.9238892,-0.6,-0.51,10.23,0.016362461737446838,0.002181661564992912,-0.028361600344907856
176,1657038865.9459984,-0.32,-0.04,9.17,-0.019634954084936207,0.07526732399225546,-0.02945243112740431
177,1657038865.9661815,1.18,-1.21,9.370000000000001,0.018544123302439753,0.04145156973486533,0.011999138607461015
178,1657038865.9852016,-0.68,0.21,10.27,-0.001090830782496456,-0.08072147790473774,-0.05999569303730508
179,1657038866.006243,-0.67,0.03,9.790000000000001,-0.06763150851478027,0.002181661564992912,-0.10144726277217041
180,1657038866.023352,0.1,-0.16,9.46,-0.07308566242726255,0.04690572364734761,-0.07853981633974483
181,1657038866.0451043,0.11,0.25,9.26,-0.06763150851478027,-0.004363323129985824,-0.05345070834232634
182,1657038866.065103,-0.53,-0.22,9.93,-0.016362461737446838,0.014180800172453928,-0.04036073895236887
183,1657038866.0846503,-0.75,-0.12,9.620000000000001,-0.026179938779914945,0.03599741582238305,-0.04363323129985824
184,1657038866.1065001,-0.31,-0.21,9.68,-0.015271630954950384,-0.055632369907319255,-0.05781403147231216
185,1657038866.123706,0.66,0.3,9.94,0.006544984694978736,-0.009817477042468103,-0.061086523819801536
186,1657038866.1452699,0.31,-0.23,9.46,0.00545415391248228,-0.03599741582238305,-0.006544984694978736
187,1657038866.1651819,-0.06,-0.42,9.72,-0.003272492347489368,-0.003272492347489368,-0.032724923474893676
188,1657038866.1846602,-0.01,-0.23,9.950000000000001,0.007635815477475192,-0.07417649320975901,-0.002181661564992912
189,1657038866.2061775,-0.38,-0.39,9.36,0.0545415391248228,-0.07417649320975901,-0.05126904677733343
190,1657038866.223164,0.21,0.17,10.55,0.11671889372712078,-0.02945243112740431,-0.02399827721492203
191,1657038866.2442515,-0.19,-0.33,10.05,0.06654067773228381,-0.022907446432425576,-0.037088246604879506
192,1657038866.2644598,-0.2,-0.61,10.13,0.02181661564992912,0.03381575425739013,-0.038179077387375956
193,1657038866.283978,0.31,0.16,9.53,-0.07744898555724837,-0.04254240051736178,-0.04908738521234052
194,1657038866.3059833,-0.29,-0.09,10.22,0.011999138607461015,-0.04690572364734761,-0.050178215994836975
195,1657038866.3228903,0.14,-0.53,9.870000000000001,-0.04690572364734761,-0.06654067773228381,0.001090830782496456
196,1657038866.344818,-0.54,0.13,9.57,0.011999138607461015,-0.14835298641951802,-0.001090830782496456
197,1657038866.365074,0.04,-0.11,9.94,-0.04254240051736178,-0.08726646259971647,-0.030543261909900768
198,1657038866.3847134,0.75,-0.53,10.24,-0.007635815477475192,-0.015271630954950384,-0.019634954084936207
199,1657038866.406305,-0.25,0.02,9.85,0.014180800172453928,0.05235987755982989,-0.039269908169872414
200,1657038866.4235048,0.4,-0.5700000000000001,9.6,0.04145156973486533,0.10362892433716332,-0.019634954084936207
201,1657038866.4452438,-0.54,-0.3,9.790000000000001,-0.017453292519943295,0.06326818538479445,-0.02945243112740431
202,1657038866.4654045,0.13,0.03,9.73,-0.014180800172453928,0.06872233929727672,-0.04581489286485115
203,1657038866.4850376,0.05,0.03,10.52,0.032724923474893676,0.015271630954950384,-0.004363323129985824
204,1657038866.5067675,0.02,-0.02,9.700000000000001,0.008726646259971648,0.02181661564992912,-0.037088246604879506
205,1657038866.5240564,0.18,0.1,9.34,0.019634954084936207,0.13308135546456762,-0.025089107997418487
206,1657038866.5457284,-0.16,-0.35000000000000003,10.03,0.039269908169872414,0.10581058590215622,-0.015271630954950384
207,1657038866.5666249,-0.06,0.03,10.14,-0.019634954084936207,0.017453292519943295,0.016362461737446838
208,1657038866.5869813,-0.27,0.19,9.66,-0.003272492347489368,-0.044724062082354694,-0.001090830782496456
209,1657038866.607588,-0.13,-0.46,9.53,-0.022907446432425576,-0.05999569303730508,0.004363323129985824
210,1657038866.624663,-0.31,0.02,10.09,0.013089969389957472,0.061086523819801536,-0.05672320068981571
211,1657038866.6467407,0.22,0.45,9.84,-0.022907446432425576,0.030543261909900768,-0.019634954084936207
